campaign,nprocs,replicate,stage,time,time_rank0,messages,reductions,flop
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,1,first_solve,97.2775,97.2765,42706.0,1814.0,26186900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,1,mesh_setup,13.5035,13.5021,310.0,275.0,12254300.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,1,solver_setup,0.0431573,0.0426859,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,1,steady_solves,87.5974,87.5967,37381.0,1152.0,25401500000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,2,first_solve,95.5606,95.56,42706.0,1814.0,26186900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,2,mesh_setup,14.0986,14.0975,310.0,275.0,12254300.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,2,solver_setup,0.0417184,0.0414826,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,2,steady_solves,85.4578,85.457,37888.0,1152.0,25620200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,3,first_solve,95.0821,95.0812,42706.0,1814.0,26186900000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,3,mesh_setup,13.3193,13.3175,342.0,275.0,12019500.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,3,solver_setup,0.043342,0.0420411,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,27,3,steady_solves,85.5611,85.5603,40808.0,1152.0,26702300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,1,first_solve,106.426,106.423,62802.0,1933.0,28803200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,1,mesh_setup,32.7566,32.7551,333.0,275.0,11777200.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,1,solver_setup,0.0445686,0.0445686,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,1,steady_solves,95.0697,95.069,166776.0,1266.0,28819300000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,2,first_solve,106.344,106.335,63802.0,1933.0,28875200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,2,mesh_setup,31.3187,31.3173,333.0,275.0,11189800.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,2,solver_setup,0.0503172,0.0503172,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,2,steady_solves,95.0947,95.094,180522.0,1266.0,31311700000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,3,first_solve,105.24,105.234,63802.0,1933.0,28875200000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,3,mesh_setup,31.6323,31.6306,333.0,275.0,11777200.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,3,solver_setup,0.0477032,0.0477032,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,64,3,steady_solves,93.9729,93.9722,55006.0,1266.0,28231700000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,1,first_solve,103.551,103.55,74492.0,1852.0,26497500000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,1,mesh_setup,65.8712,65.8698,304.0,275.0,11615300.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,1,solver_setup,0.0482251,0.041961,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,1,steady_solves,92.1479,92.1469,66888.0,1182.0,27309100000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,2,first_solve,103.817,103.809,66098.0,1852.0,27506500000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,2,mesh_setup,64.6745,64.6704,441.0,275.0,12235200.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,2,solver_setup,0.0497475,0.0486618,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,2,steady_solves,92.319,92.3182,70209.0,1182.0,27491800000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,3,first_solve,103.006,103.0,58407.0,1852.0,29960400000.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,3,mesh_setup,64.5044,64.5023,342.0,275.0,11864500.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,3,solver_setup,0.0496846,0.0473108,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-3way/1e-3,125,3,steady_solves,91.272,91.2711,61393.0,1182.0,26549300000.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-4,1,1,first_solve,68.33,68.33,0.0,0.0,27865400000.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-4,1,1,mesh_setup,3.58096,3.58096,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-4,1,1,solver_setup,0.042207,0.042207,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-4,1,1,steady_solves,62.8937,62.8937,0.0,0.0,27645600000.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-5,1,1,first_solve,74.8988,74.8988,0.0,0.0,35231800000.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-5,1,1,mesh_setup,3.52766,3.52766,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-5,1,1,solver_setup,0.0420061,0.0420061,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-5,1,1,steady_solves,69.234,69.234,0.0,0.0,35012000000.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-6,1,1,first_solve,82.8613,82.8613,0.0,0.0,44445100000.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-6,1,1,mesh_setup,3.59431,3.59431,0.0,9.0,13276300.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-6,1,1,solver_setup,0.0419983,0.0419983,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE5-innerscan/1e-6,1,1,steady_solves,77.01,77.01,0.0,0.0,44225300000.0
weak-scaling-2026-stokes-BASE10,1,1,first_solve,775.718,775.718,0.0,0.0,458072000000.0
weak-scaling-2026-stokes-BASE10,1,1,mesh_setup,30.6438,30.6438,0.0,9.0,97653900.0
weak-scaling-2026-stokes-BASE10,1,1,solver_setup,0.0429844,0.0429844,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,1,1,steady_solves,734.241,734.241,0.0,0.0,455894000000.0
weak-scaling-2026-stokes-BASE10,1,2,first_solve,778.106,778.106,0.0,0.0,458072000000.0
weak-scaling-2026-stokes-BASE10,1,2,mesh_setup,30.564,30.564,0.0,9.0,97653900.0
weak-scaling-2026-stokes-BASE10,1,2,solver_setup,0.0426013,0.0426013,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,1,2,steady_solves,736.636,736.636,0.0,0.0,455894000000.0
weak-scaling-2026-stokes-BASE10,1,3,first_solve,775.603,775.603,0.0,0.0,458072000000.0
weak-scaling-2026-stokes-BASE10,1,3,mesh_setup,30.8384,30.8384,0.0,9.0,97653900.0
weak-scaling-2026-stokes-BASE10,1,3,solver_setup,0.0426328,0.0426328,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,1,3,steady_solves,733.171,733.171,0.0,0.0,455894000000.0
weak-scaling-2026-stokes-BASE10,8,1,first_solve,1253.54,1253.5,144793.0,3684.0,579645000000.0
weak-scaling-2026-stokes-BASE10,8,1,mesh_setup,59.0081,59.0071,269.0,275.0,94025900.0
weak-scaling-2026-stokes-BASE10,8,1,solver_setup,0.042746,0.042332,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,8,1,steady_solves,1212.82,1212.81,132156.0,3074.0,554108000000.0
weak-scaling-2026-stokes-BASE10,8,2,first_solve,1282.53,1282.52,144793.0,3684.0,571627000000.0
weak-scaling-2026-stokes-BASE10,8,2,mesh_setup,58.9553,58.9536,269.0,275.0,94025900.0
weak-scaling-2026-stokes-BASE10,8,2,solver_setup,0.0426064,0.0424913,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,8,2,steady_solves,1237.76,1237.75,132156.0,3074.0,554108000000.0
weak-scaling-2026-stokes-BASE10,8,3,first_solve,1228.48,1228.48,149397.0,3680.0,545856000000.0
weak-scaling-2026-stokes-BASE10,8,3,mesh_setup,58.2075,58.2067,258.0,275.0,92740600.0
weak-scaling-2026-stokes-BASE10,8,3,solver_setup,0.0424182,0.0422648,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,8,3,steady_solves,1188.49,1188.48,132156.0,3074.0,563106000000.0
weak-scaling-2026-stokes-BASE10,27,1,first_solve,2032.78,2032.78,268309.0,3561.0,528728000000.0
weak-scaling-2026-stokes-BASE10,27,1,mesh_setup,165.703,165.701,275.0,275.0,90618000.0
weak-scaling-2026-stokes-BASE10,27,1,solver_setup,0.0512273,0.0509175,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,27,1,steady_solves,1899.52,1899.52,263977.0,2950.0,526324000000.0
weak-scaling-2026-stokes-BASE10,27,2,first_solve,1990.39,1990.38,221329.0,3561.0,539123000000.0
weak-scaling-2026-stokes-BASE10,27,2,mesh_setup,164.571,164.571,2011.0,275.0,89438200.0
weak-scaling-2026-stokes-BASE10,27,2,solver_setup,0.0494033,0.049362,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,27,2,steady_solves,1919.78,1919.78,263977.0,2950.0,526324000000.0
weak-scaling-2026-stokes-BASE10,27,3,first_solve,1944.28,1944.28,268309.0,3561.0,528728000000.0
weak-scaling-2026-stokes-BASE10,27,3,mesh_setup,162.4,162.398,307.0,275.0,91878400.0
weak-scaling-2026-stokes-BASE10,27,3,solver_setup,0.0531448,0.0473217,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,27,3,steady_solves,1869.57,1869.57,263977.0,2950.0,526324000000.0
weak-scaling-2026-stokes-BASE10,64,1,first_solve,1990.68,1990.67,281330.0,3695.0,546522000000.0
weak-scaling-2026-stokes-BASE10,64,1,mesh_setup,381.24,381.239,345.0,275.0,90784300.0
weak-scaling-2026-stokes-BASE10,64,1,solver_setup,0.0479432,0.0479339,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,64,1,steady_solves,1946.81,1946.81,409530.0,2989.0,538357000000.0
weak-scaling-2026-stokes-BASE10,64,2,first_solve,2034.48,2034.46,271767.0,3695.0,554020000000.0
weak-scaling-2026-stokes-BASE10,64,2,mesh_setup,383.342,383.341,345.0,275.0,90784300.0
weak-scaling-2026-stokes-BASE10,64,2,solver_setup,0.0516128,0.0514493,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,64,2,steady_solves,1952.22,1952.21,301705.0,2989.0,561353000000.0
weak-scaling-2026-stokes-BASE10,64,3,first_solve,2228.3,2228.28,298681.0,3695.0,557494000000.0
weak-scaling-2026-stokes-BASE10,64,3,mesh_setup,381.463,381.461,339.0,275.0,93107400.0
weak-scaling-2026-stokes-BASE10,64,3,solver_setup,0.0526777,0.0525865,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,64,3,steady_solves,2052.4,2052.4,409530.0,2989.0,538357000000.0
weak-scaling-2026-stokes-BASE10,125,1,first_solve,2113.35,2113.34,357541.0,3722.0,547669000000.0
weak-scaling-2026-stokes-BASE10,125,1,mesh_setup,761.09,761.086,374.0,275.0,89354400.0
weak-scaling-2026-stokes-BASE10,125,1,solver_setup,0.0499976,0.0499976,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,125,1,steady_solves,2073.82,2073.81,395129.0,3014.0,592353000000.0
weak-scaling-2026-stokes-BASE10,125,2,first_solve,2110.49,2110.49,553547.0,3722.0,547916000000.0
weak-scaling-2026-stokes-BASE10,125,2,mesh_setup,775.94,775.936,374.0,275.0,89354400.0
weak-scaling-2026-stokes-BASE10,125,2,solver_setup,0.0521715,0.0504685,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,125,2,steady_solves,2024.97,2024.96,343464.0,3014.0,537717000000.0
weak-scaling-2026-stokes-BASE10,125,3,first_solve,2139.4,2139.39,400631.0,3722.0,574729000000.0
weak-scaling-2026-stokes-BASE10,125,3,mesh_setup,773.419,773.416,374.0,275.0,89354400.0
weak-scaling-2026-stokes-BASE10,125,3,solver_setup,0.0529161,0.0489977,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10,125,3,steady_solves,2056.36,2056.36,547615.0,3014.0,546296000000.0
weak-scaling-2026-stokes-BASE10-spread,1,1,first_solve,772.531,772.531,0.0,0.0,458072000000.0
weak-scaling-2026-stokes-BASE10-spread,1,1,mesh_setup,30.2942,30.2942,0.0,9.0,97653900.0
weak-scaling-2026-stokes-BASE10-spread,1,1,solver_setup,0.0426162,0.0426162,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,1,1,steady_solves,729.166,729.166,0.0,0.0,455894000000.0
weak-scaling-2026-stokes-BASE10-spread,1,2,first_solve,776.072,776.072,0.0,0.0,458072000000.0
weak-scaling-2026-stokes-BASE10-spread,1,2,mesh_setup,30.5995,30.5995,0.0,9.0,97653900.0
weak-scaling-2026-stokes-BASE10-spread,1,2,solver_setup,0.0427259,0.0427259,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,1,2,steady_solves,733.388,733.388,0.0,0.0,455894000000.0
weak-scaling-2026-stokes-BASE10-spread,8,1,first_solve,1055.54,1055.53,144635.0,3680.0,558508000000.0
weak-scaling-2026-stokes-BASE10-spread,8,1,mesh_setup,56.4991,56.4973,243.0,275.0,93703600.0
weak-scaling-2026-stokes-BASE10-spread,8,1,solver_setup,0.0440131,0.0440131,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,8,1,steady_solves,996.561,996.559,132156.0,3074.0,554108000000.0
weak-scaling-2026-stokes-BASE10-spread,8,2,first_solve,1062.68,1062.68,149397.0,3680.0,545856000000.0
weak-scaling-2026-stokes-BASE10-spread,8,2,mesh_setup,57.1074,57.1022,257.0,275.0,95571900.0
weak-scaling-2026-stokes-BASE10-spread,8,2,solver_setup,0.0439688,0.0437322,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,8,2,steady_solves,1003.62,1003.62,146583.0,3074.0,542651000000.0
weak-scaling-2026-stokes-BASE10-spread,27,1,first_solve,1596.45,1596.45,268309.0,3561.0,528728000000.0
weak-scaling-2026-stokes-BASE10-spread,27,1,mesh_setup,139.311,139.31,272.0,275.0,93558600.0
weak-scaling-2026-stokes-BASE10-spread,27,1,solver_setup,0.0441653,0.0441653,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,27,1,steady_solves,1393.24,1393.19,247515.0,2950.0,561949000000.0
weak-scaling-2026-stokes-BASE10-spread,27,2,first_solve,1483.44,1483.2,235909.0,3565.0,570108000000.0
weak-scaling-2026-stokes-BASE10-spread,27,2,mesh_setup,138.688,138.687,331.0,275.0,91501900.0
weak-scaling-2026-stokes-BASE10-spread,27,2,solver_setup,0.0421804,0.041713,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,27,2,steady_solves,1417.68,1417.29,220044.0,2950.0,560617000000.0
weak-scaling-2026-stokes-BASE10-spread,64,1,first_solve,1769.23,1768.72,309035.0,3695.0,567112000000.0
weak-scaling-2026-stokes-BASE10-spread,64,1,mesh_setup,315.938,315.935,345.0,275.0,90784300.0
weak-scaling-2026-stokes-BASE10-spread,64,1,solver_setup,0.0429707,0.0416378,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,64,1,steady_solves,1651.41,1651.27,276482.0,2989.0,544012000000.0
weak-scaling-2026-stokes-BASE10-spread,64,2,first_solve,1704.92,1704.62,305185.0,3695.0,531861000000.0
weak-scaling-2026-stokes-BASE10-spread,64,2,mesh_setup,315.724,315.72,345.0,275.0,90784300.0
weak-scaling-2026-stokes-BASE10-spread,64,2,solver_setup,0.0430839,0.041648,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,64,2,steady_solves,1617.5,1617.3,293453.0,2989.0,572365000000.0
weak-scaling-2026-stokes-BASE10-spread,125,1,first_solve,1673.0,1672.99,370155.0,3726.0,583775000000.0
weak-scaling-2026-stokes-BASE10-spread,125,1,mesh_setup,632.344,632.341,374.0,275.0,89354400.0
weak-scaling-2026-stokes-BASE10-spread,125,1,solver_setup,0.0440847,0.04148,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,125,1,steady_solves,1595.4,1594.26,375565.0,3014.0,585053000000.0
weak-scaling-2026-stokes-BASE10-spread,125,2,first_solve,1804.75,1804.2,478878.0,3722.0,590651000000.0
weak-scaling-2026-stokes-BASE10-spread,125,2,mesh_setup,624.346,624.345,374.0,275.0,89354400.0
weak-scaling-2026-stokes-BASE10-spread,125,2,solver_setup,0.0445173,0.0415463,0.0,0.0,0.0
weak-scaling-2026-stokes-BASE10-spread,125,2,steady_solves,1732.8,1732.29,397588.0,3014.0,590523000000.0
